concessionaria;n_ai_ni;data_da_infracao;trecho;dispositivo_infringido;decisao;valor_da_penalidade;pagamento;data;status
FCA;AI/024/2017/URMG/GECOF/SUFER/ANTT;03/07/2017;Divinópolis - Eng.Bharing- Três Corações- Varginha;Inciso VII da Cláusula Quarta do Contrato de Arrendamento n° 048/96;Advertência;0;0;;ARQUIVADO-ADVERTIDO
RMO;AI/290/2017/COFER-URSP/GECOF/SUFER/ANTT;04/07/2017;JBU-JLG;Contrato de Concessão, Cláusula 9º, item 9.1, inciso IX c/c Resolução ANTT nº 1.431/2006;Multa;323300;0;;EM TRÂMITE
RMO;AI/292/2017/COFER-URSP/GECOF/SUFER/ANTT;04/07/2017;JBU-JLG;Contrato de Concessão, Cláusula Nona, Item 9.1, Inciso IX c/c Resolução nº 1.431/2006;Multa;323300;0;;EM TRÂMITE
RMO;AI/289/2017/COFER-URSP/GECOF/SUFER/ANTT;04/07/2017;JBU-JLG;Inciso I, Art. 4, RTF;Advertência;0;0;;EM TRÂMITE
RMO;AI/291/2017/COFER-URSP/GECOF/SUFER/ANTT;04/07/2017;JBU-JLG;Contrato de Concessão, Cláusula Nona, Item 9.1, Inciso IX c/c Resolução ANTT nº 1.431/2006;Advertência;0;0;;ARQUIVADO-ADVERTIDO
RMO;AI/012/2017/GECOF/SUFER/ANTT;13/07/2017;Toda a malha;Contrato de Concessão, Cláusula 9ª item 9.1, inciso XXIV;Multa;969900;0;;EM TRÂMITE
RMO;AI/013/2017/GECOF/SUFER/ANTT;13/07/2017;Não Se Aplica;Inciso IX da Subcláusula 9.1 da Cláusula Nona do Contrato de Concessão.;Multa;323300;0;;EM TRÂMITE
FCA;AI/034/URMG/2017;14/07/2017;São Félix/BA - são Franscisco, alagoinha/BA e Ramal porto de Aratu/FAFEN/COPEC;Inciso IX, Cláusula Nona, Item 9.1 do Contrato de Concessão;Multa;260800;0;;EM TRÂMITE
FCA;AI/028/2017/COFER-URMG/GECOF/SUFER/ANTT;17/07/2017;Brasília - Roncador Novo - Moinho Goiás - Ramal de Anápolis;Inciso II Cláusula Quarta do Contrato de Arrendamento.;Multa;260800;0;;EM TRÂMITE
RMO;AI/301/2017/COFER-URSP/GECOF/SUFER/ANTT;23/08/2017;MALHA OESTE;Inciso XIX, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;969900;0;;EM TRÂMITE
FCA;AI/36/2017/COFER-URMG/GECOF/SUFER/ANTT;25/08/2017;Brasília / Roncador Novo / Pool / Ramal de Anápolis;Inciso III, Cláusula Quarta, Contrato de Arrendamento;Multa;260800;0;;EM TRÂMITE
FCA;AI/35/2017/COGER-URMG/GECOF/SUFER/ANTT;28/08/2017;Garças de Minas / Calcário / Ramal Arcos / Terminal de Cargas da CSN;Inciso I, Art. 4º, RTF;Multa;50000;0;;EM TRÂMITE
RMO;AI/19/2017/GECOF/SUFER/ANTT;04/09/2017;Malha da RMO;Inciso IX, Item 9.1, Cláusula Nona, Contrato de Concessão c/c  Resolução ANTT nº 1.431/2006.;Multa;323300;0;;SUSPENSO
RMS;AI/309/2017/COFER-URSP/GECOF/SUFER/ANTT;06/09/2017;Iperó - Pinhalzinho - Itaboa - Apiaí;Inciso I, Art. 54, RTF;Multa;50000;0;;EM TRÂMITE
RMS;AI/308/2017/URSP;06/09/2017;Iperó - Pinhalzinho - Itaboa - Apiaí;Inciso XII, Cláusula Quarta, Contrato de Arrendamento;Multa;331400;0;;EM TRÂMITE
RMS;AI/305/2017/COFER-URSP/GECOF/SUFER/ANTT;06/09/2017;Iperó - Pinhalzinho - Itaboa - Apiaí;Inciso VII, Cláusula Quarta, Contrato de Arrendamento;Advertência;0;0;;ARQUIVADO-ADVERTIDO
RMS;AI/306/2017/COFER-URSP/GECOF/SUFER/ANTT;06/09/2017;Iperó - Pinhalzinho - Itaboa - Apiaí;Inciso IX, Cláusula Quarta, Contrato de Arrendamento;Advertência;0;0;;ARQUIVADO-ADVERTIDO
RMS;AI/307/2017/COFER-URSP/GECOF/SUFER/ANTT;06/09/2017;Iperó - Pinhalzinho - Itaboa - Apiaí;Inciso X, Cláusula Quarta, Contrato de Arrendamento;Advertência;0;0;;ARQUIVADO-ADVERTIDO
MRS;AI/040/2017/COFER-URSP/GECOF/SUFER/ANTT;15/09/2017;Variante do Paraopeba, Joaquim murtinho à Ferrugem, Alberto Flores à Córrego do  Feijão e Ibirité à Olhos d'Agua;Inciso XIV, Item 9.1, Cláusula Nona, Contrato de Concessão.;Multa;253600;44384;28/07/2021;EM TRÂMITE
MRS;AI/310/2017/COFER-URSP/GECOF/SUFER/ANTT;21/09/2017;Variante de Suzano - Ramal de Conceiçãozinha - Ramal de Areais;Inciso III, Clásula Quarta, Contrato de Arrendamento;Multa;50000;44155;07/12/2020;EM TRÂMITE
FCA;AI/313/URSP/2017;09/10/2017;Trecho Aguaí- Bauxita;Inciso I, Art. 54º, RTF;Multa;50000;0;;EM TRÂMITE
FCA;AI/318/URSP/2017;24/10/2017;Treco Boa Vista (ZBL)- Uberaba (ZUB);Inciso XIX, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;782400;0;;EM TRÂMITE
RMO;AI/322/2017/COFER-URSP/GECOF/SUFER/ANTT;24/10/2017;Trecho Indubrasil-Corumbá;Inciso XIX, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;969900;0;;EM TRÂMITE
RMO;AI/347/2017/COFERURSP/GECOF/SUFER/ANTT;16/11/2017;Trecho Três Lagoas- Indubrasil;Inciso XIV, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;323300;0;;EM TRÂMITE
RMO;AI/348/URSP/2017;16/11/2017;Trecho Três Lagoas- Indubrasil;Inciso III, Cláusula Quarta, Contrato de Arrendamento;Multa;323300;0;;EM TRÂMITE
RMN;AI/356/URSP/2017;15/12/2017;Marco Inicial- Alto Araguaia;Inciso I, Artigo 4º, RTF;Multa;50000;0;;EM TRÂMITE
RMN;AI/362/2017/COFER-URSP/GECOF/SUFER/ANTT;21/12/2017;Marco Inicial / Alto Araguaia;Inciso I, Artigo 4º, RTF;Multa;50000;0;;EM TRÂMITE
RMP;NI/067/URSP/2014;21/12/2017;km 201, no trecho entre ZSP e ZRU.;Contrato de Arrendamento, Cláusula 4ª, inciso X;Advertência;0;0;;ARQUIVADO-ADVERTIDO
RMP;NI/068/URSP/2014;21/12/2017;km 201, no trecho entre ZSP e ZRU.;Inciso I, Art. 4º, RTF;Multa;50000;0;10/11/2016;ARQUIVADO-QUITADO
MRS;AI/234/URSP/2017;27/12/2017;Km 335 e o patio Eng. Manoel Feio (km 462);Inciso XIV, Item 9.1, Cláusula Nona, Contrato de Concessão.;Cancelamento;0;43374;;ARQUIVADO-CANCELADO
RMN;AI/373/COFERSP/2018;12/01/2018;Marco Inicial - Alto Araguaia;Art 54, Inciso IV, RTF;Multa;50000;0;;EM TRÂMITE
RMO;AI/386/2017/COFER-URSP/GECOF/SUFER/ANTT;16/02/2018;Pátio de Bauru;Contrato de Concessão, Cláusula 9ª, item 9.1, inciso XIV;Multa;323300;0;;EM TRÂMITE
RMO;AI/396/2018/COFERSP/GECOF/SUFER/ANTT;21/02/2018;Três Lagoas (JLG) - Indubrasil (JIB);Cláusula Quarta, Inciso II, do Contrato de Arrendamento;Multa;327962,37;0;;EM TRÂMITE
RMO;AI/398/2018/COFER-URSP/GECOF/SUFER/ANTT;21/02/2018;Trecho Mairinque- Bauru;Cláusula Quarta, item X, do Contrato de Arrendamento.;Multa;323300;0;;EM TRÂMITE
RMO;AI/409/2018/COFER-URSP/SUFER/ANTT;12/03/2018;Trecho Três Lagoas - Campo Grande.;Contrato de Concessão, Cláusula 9ª, item 9.1, inciso XIX;Multa;969900;0;;EM TRÂMITE
FTL;AI/03/2018/COFER-URCE/GECOF/SUFER/ANTT;13/04/2018;Jorge Lins / Salgueiro;Contrato de Arrendamento, Cláusula 4ª, inciso X;Advertência;0;0;;EM TRÂMITE
RMN;AI/456/2018/COFER-URSP/SUFER/ANTT;03/05/2018;Alto Araguaia - Rondonópolis;Inciso I, Artigo 4º, RTF;Multa;50000;0;;EM TRÂMITE
VALE (EFC);AI/2593260/2018/COFIS/URMA;21/05/2018;Parauapebas - PA;Decreto nº 1.832/1996, Anexo, art. 35;Advertência;0;0;;EM TRÂMITE
RMP;AI/441/2018/COFER-URSP/GECOF/SUFER/ANTT;11/06/2018;Perequê (ZPG) - Boa Vista Velha (ZBV);Art. 4º, Inciso I, do Regulamento dos Transportes Ferroviários - RTF, aprovado pelo Decreto nº 1.832, de 04/03/1996.;Multa;100000;0;;EM TRÂMITE
RMS;AI/008/2018/COFER-URRS/GECOF/SUFER/ANTT;21/06/2018;Trecho Paranagua/PR-Uvaranas/PR.;Inciso I, do Artigo 4º do Decreto 1832/96;Multa;50000;0;;EM TRÂMITE
RMS;AI/009/2018/COFER-URRS/GECOF/SUFER/ANTT;25/07/2018;Trechos: Harmonia/PR - Joaquim Murtinho/PR- Uvaranas/PR;Inciso XIV, Paragrafo 9.1 da Clausula Nona do Contrato de Concessão;Multa;331400;0;;EM TRÂMITE
FCA;AI/020/URMG/2018;09/08/2018;Trecho Brasilia- Pires do Rio- Ramal de Anápoliss-Pool;Inciso VII, Clausula Quarta, Contrato de Arrendamento;Advertência;0;0;;EM TRÂMITE
RMS;AI/011/2018/COFER-URRS/GECOF/SUFER/ANTT;23/08/2018;Trecho Pinhalzinho/PR - Uvaranas/PR;Artigo 4°, Inciso I, RTF;Multa;50000;0;;EM TRÂMITE
MRS;AI/458/2018/COFERSP/GECOF/SUFER/ANTT;03/09/2018;Jacarei-Mogi das Cruzes, Variante de Suzano- Segre Leste, Piaçaguera - Jundiaí;Inciso XIX, Item 9.1, Cláusula Nona, Contrato de Concessão;Cancelamento;0;0;;ARQUIVADO-CANCELADO
FCA;AI/022/URMG/2018;04/09/2018;Trecho Ibiá- Uberaba-Araguari-Roncador Novo e Ramal de Catalão;Contrato de Concessão, Cláusula 9ª, item 9.1, inciso XV;Multa;285400;0;;EM TRÂMITE
RMS;AI/012/URRS/2018;09/10/2018;Trecho Corvo/RS - Estrela/RS;Clásula Quarta, Inciso III  do parágrafo do Contrato de Concessão;Multa;331400;0;;EM TRÂMITE
RMS;AI/13/2018/COFER-URRS/GECOF/SUFER/ANTT;01/11/2018;Trecho Cacequi - Uruguaiana e Entroncamento- Livramento;Inciso XIV da Cláusula Nona do Contrato de Concessão;Multa;331400;0;;EM TRÂMITE
RMO;AI/467/2018/COFER-URSP/SUFER/ANTT;09/11/2018;Mairinque-Bauru;Inciso XV, item 9.1, Cláusula Nona, Contrato de Concessão;Multa;323300;0;;EM TRÂMITE
RMO;AI/468/2018/COFER-URSP/SUFER/ANTT;09/11/2018;Mairique - Bauru;Contrato de Concessão, Cláusula 9ª, item. 9.1, inciso IX c/c NBR nº 16.387/2016 da ABNT;Advertência;0;0;;EM TRÂMITE
RMO;AI/513/2018/COFERSP/GECOF/SUFER/ANTT;10/12/2018;INDUBRASIL - CORUMBÁ E RAMAIS DE PORTO ESPERANÇA E LADÁRIO;Inciso IX, Clausula Quarta , Contrato de Arrendamento;Multa;323300;0;;EM TRÂMITE
RMO;AI/517/2018/COFERSP/GECOF/SUFER/ANTT;10/12/2018;Indubrasil - Corumbá;Inciso VII, Cláusula Quarta, Contrato de Arrendamento;Advertência;0;0;;EM TRÂMITE
RMO;512/2018/COFERSP/GECOF/SUFER/ANTT;10/12/2018;Bauru / Três Lagoas;Contrato de Concessão, Cláusula 9ª, item 9.1, inciso V c/c Resoluções CONAMA nº 05/1993, nº 362/2005 e nº 420/2009;Advertência;0;0;;ARQUIVADO-ADVERTIDO
RMN;AI/009/2019/COFER-URSP/SUFER;25/01/2019;Alto Araguaia - Rondonópolis;Inciso I, Artigo 4º, RTF;Multa;50000;0;;EM TRÂMITE
RMO;0699182/2019/COFERSP/URSP/SUFER/ANTT;26/02/2019;Pátio de Lins ? Trecho Bauru ? Três Lagoas;Cláusula Nona, item 9.1, inciso XIX do Contrato de Concessão;Multa;969900;0;;EM TRÂMITE
FCA;AI/nº/0377151/2019/COFERMG/URMG/SUFER/ANTT;22/03/2019;Trecho Ferroviário Garças de Minas - Calafate;Art 3°, RTF, do anexo do Decreto 1.832/96.;Multa;50000;0;;EM TRÂMITE
RMO;0910203/2019/COFERSP/URSP/SUFER/ANTT;08/04/2019;Mairique-Bauru;Decreto nº 1.832/1996, art. 14;Multa;50000;0;;EM TRÂMITE
FTL;0742842/2019/COFERCE/URCE/SUFER/ANTT;31/05/2019;Ramal Macau;Inciso XIV, Item 9.1, Cláusula Nona, do Contrato de Concessão;Advertência;0;0;;ARQUIVADO-ADVERTIDO
FCA;AI/n°/2281081/2019/COFERMG/URMG/SUFER/ANTT;06/11/2019;Batão de Camargo a Recreio e Recreio a Campos dos Goytacazes;Inciso III da Clásula Quarta do Contrato de Arrendamento;Multa;285400;0;;EM TRÂMITE
FCA;2178570/2019/COFERMG/URMG/SUFER/ANTT;06/12/2019;São Félix - Monte Azul;Inciso XIV do item 9.1 da Cláusula Nona do Contrato de Concessão;Multa;285400;0;;EM TRÂMITE
RMP;AI/2262317/2019/COFER/URSP/GECOF/SUFER/ANTT;16/12/2019;Evangelista de Souza / Varginha;Contrato de Arrendamento, Cláusula 4ª, inciso VII;Advertência;0;0;;ARQUIVADO-ADVERTIDO
RMO; AI/2300450/2019/COFERSP/URSP/SUFER/ANTT;19/12/2019;Ramal de Ponta Porã, Lagoa Rica - Manoel Brandão, Indubrasil - Posto km 903;Inciso XIV do Item 9.1 da Clausula Nona do Contrato de Concessão;Multa;323300;0;;EM TRÂMITE
RMO;3715643/2020/COFERSP/URSP/SUFER/ANTT;27/01/2020;Mairinque-Bauru;Cláusula Nona, item 9.1, inciso X do Contrato de Concessão.;Multa;188400;0;;EM TRÂMITE
RMO;AI/2985357/2020/COFERSP/URSP/SUFER/ANTT;13/03/2020;Bauru-Três Lagoas;Contrato de Concessão, Cláusula 9ª, item 9.1, inciso XIV;Multa;188400;0;;EM TRÂMITE
RMS;AI/468/URRS/2014;05-06-2014;Eng. Bley - Rio Negro e Curitiba a Rio Branco do Sul;Cláusula Quarta, Inciso III, Contrato de Arrendamento;Multa;268500;0;;SUSPENSO
RMS;NI/015/URSP/2012;08-06-2012;Maringá a Cianorte;Inciso XXIV do item 9.1 da Cláusula Nona do Contrato de Concessão;Multa;809400;0;;SUSPENSO
RMS;NI/016/URSP/2012;08-06-2012;Maringá a Cianorte;Inciso XIV do item 9.1 da Cláusula Nona do Contrato de Concessão;Multa;809400;0;;SUSPENSO
RMS;AI/430/URRS/2014;09-10-2014;Santiago/RS a Santo Ângelo/RS;Cláusula Nona, Parágrafo 9.1, Inciso XIV, Contrato de Concessão;Cancelamento;0;0;;ARQUIVADO-CANCELADO
RMS;AI/431/URRS/2014;09-10-2014;Santiago/RS - Santo Ângelo/RS;Cláusula Quarta, Inciso IX, Contrato de Arrendamento;Multa;268500;0;;EM TRÂMITE
RMS;AI/526/URRS/2014;13-08-2014;Cruz Alta a Santa Rosa;Cláusula Quarta, Inciso X, Contrato de Arrendamento;Cancelamento;0;0;;ARQUIVADO-CANCELADO
RMS;AI/433/2014/COFER-URRS/GECOF/SUFER;13-11-2014;Roca Sales/RS a Passo Fundo/RS;Cláusula Nona, Parágrafo 9.1, Inciso XIV, Contrato de Concessão.;Multa;268500;0;;EM TRÂMITE
RMS;AI/434/2014/COFER-URRS/GECOF/SUFER/ANTT;13-11-2014;Roca Sales/RS a Passo Fundo/RS;Cláusula Quarta, Item IX, Contrato de Arrendamento;Multa;583608,85;0;;EM TRÂMITE
RMS;AI/432/2014/COFER-URRS/GECOF/SUFER/ANTT;13-11-2014;Roca Sales/RS a Passo Fundo/RS;Art. 4º, Inciso I, RTF;Multa;50000;0;;EM TRÂMITE
RMS;AI/435/2014/COFER-URRS/GECOF/SUFER/ANTT;13-11-2014;Roca Sales/RS a Passo Fundo/RS;Cláusula Quarta, Item X, Contrato de Arrendamento;Cancelamento;0;0;;ARQUIVADO-CANCELADO
RMS;NI/005/URSP/2012;14-11-2012;Rubião Junior a Presidente Epitácio;Inciso I, Artigo 4º do RTF;Cancelamento;0;0;;ARQUIVADO-CANCELADO
RMS;NI/023/URSP/2012;14-11-2012;Rubião Junior a Presidente Epitácio;Inciso I, Artigo 4º do RTF;Multa;50000;0;;SUSPENSO
FCA;NI/072/URSP/2014;;Visconde de Itaboraí a Vitória;Inciso I, Artigo, 4°RTF;Multa;50000;50000;27/04/2016;ARQUIVADO-QUITADO
RMS;AI/455/URRS/2012;29-08-2013;Uvaranas a Iguaçu a Paranaguá, incluindo o Ramal de Morretes a Antonina;Inciso I do Item 9.1 da Cláusula Nona do contrato de Concessão;Advertência;0;0;;ARQUIVADO-ADVERTIDO
RMS;AI/479/URRS/2014;31-07-2014;Harmonia - Joaquim Murtinho;Art. 4º, Inciso I, RTF;Multa;50000;0;;EM TRÂMITE
RMS;AI/478/2014/COFER-URRS;31-07-2014;Harmonia - Joaquim Murtinho;Cláusula Quarta, Item IX, Contrato de Arrendamento;Multa;583608,85;0;;EM TRÂMITE
