concessionaria;n_ai_ni;data_da_infracao;trecho;dispositivo_infringido;decisao;valor_da_penalidade;pagamento;data;status
RMS;AI/042/GEFIC/2003;18/09/2002;Trecho da Via Permanente situado entre as estações de Guarapuava e Desvio Ribas;Art. 6º, RTF;Multa;100000;0;;SUSPENSO
RMS;AI/001/GEFIC/2003;22/04/2003;Jaguariaiva e Pisa, Mafra e Erechim, Santo ângelo e Cerro Largo, Santiago e São Borja;Art. 3º, RTF;Multa;50000;0;;SUSPENSO
RMS;AI/002/GEFIC/2003;22/04/2003;Jaguariaiva e Pisa, Mafra e Erechim, Santo ângelo e Cerro Largo, Santiago e São Borja;Art. 13, RTF;Multa;50000;0;;SUSPENSO
RMS;AI/003/GEFIC/2003;22/04/2003;Jaguariaiva e Pisa, Mafra e Erechim, Santo ângelo e Cerro Largo, Santiago e São Borja;Inciso I, Art. 54, RTF;Multa;50000;0;;SUSPENSO
RMS;AI/004/GEFIC/2003;22/04/2003;Jaguariaiva e Pisa, Mafra e Erechim, Santo ângelo e Cerro Largo, Santiago e São Borja;Inciso II, Art. 54, RTF;Multa;50000;0;;SUSPENSO
RMS;AI/005/GEFIC/2003;22/04/2003;Jaguariaiva e Pisa, Mafra e Erechim, Santo ângelo e Cerro Largo, Santiago e São Borja;Inciso XIV, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;101500;0;;SUSPENSO
RMS;AI/006/GEFIC/2003;22/04/2003;Jaguariaiva e Pisa, Mafra e Erechim, Santo ângelo e Cerro Largo, Santiago e São Borja;Inciso XXIV, Item 9.1, Cláusula 9ª do Contrato de Concessão.;Multa;304500;0;;SUSPENSO
RMP;AI/007/GEFIC/2003;19/05/2003;Presidente Epitácio e Presidente Prudente;Inciso X, item 9.1, Cláusula Nona do Contrato de Concessão;Multa;898800;0;;SUSPENSO
RMP;AI/008/GEFIC/2003;19/05/2003;Presidente Epitácio e Presidente Prudente;Inciso XIV, Item 9.1, Cláusula Nona do Contrato de Concessão.;Multa;898800;0;;SUSPENSO
RMP;AI/009/GEFIC/2003;19/05/2003;Presidente Epitácio e Presidente Prudente;Inciso I, Art. 4º, RTF;Multa;50000;0;;SUSPENSO
RMP;AI/010/GEFIC/2003;19/05/2003;Presidente Epitácio e Presidente Prudente;Art. 3º, RTF;Multa;50000;0;;SUSPENSO
RMP;AI/011/GEFIC/2003;19/05/2003;Presidente Epitácio e Presidente Prudente;Inciso IV, item 9.1, Cláusula Nona do Contrato de Concessão;Multa;149800;0;;SUSPENSO
RMP;AI/012/GEFIC/2003;19/05/2003;Presidente Epitácio e Presidente Prudente;Art. 13, RTF;Multa;50000;0;;SUSPENSO
FCA;AI/015/GEFIC/2003;26/05/2003;Engenheiro Lafaiete Bandeira a Barão de Camargos;Art. 13, RTF;Multa;50000;0;;SUSPENSO
FCA;AI/013/GEFIC/2003;26/05/2003;Engenheiro Lafaiete Bandeira a Barão de Camargos;Art. 3º, RTF, do anexo do Decreto 1.832/96.;Multa;50000;0;;SUSPENSO
FCA;AI/018/GEFIC/2003;26/05/2003;Engenheiro Lafaiete Bandeira a Barão de Camargos;Incisi IV, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;205800;0;;SUSPENSO
FCA;AI/016/GEFIC/2003;26/05/2003;Engenheiro Lafaiete Bandeira a Barão de Camargos;Inciso I, Art. 54, RTF;Multa;50000;0;;SUSPENSO
FCA;AI/017/GEFIC/2003;26/05/2003;Engenheiro Lafaiete Bandeira a Barão de Camargos;Inciso II, Art. 54, RTF;Multa;50000;0;;SUSPENSO
FCA;AI/014/GEFIC/2003;26/05/2003;Engenheiro Lafaiete Bandeira a Barão de Camargos;Inciso XIV, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;205800;0;;SUSPENSO
FCA;AI/028/GEFIC/2003;11/08/2003;Paraíba do Sul a Japerí;Inciso I do Art. 4 do RTF;Multa;50000;0;;SUSPENSO
FCA;AI/030/GEFIC/2003;11/08/2003;Paraíba do Sul a Japerí;Inciso I do Art. 54 do RTF;Multa;50000;0;;SUSPENSO
FCA;AI/031/GEFIC/2003;11/08/2003;Paraíba do Sul a Japerí;Inciso II do Art. 54 do RTF;Multa;50000;0;;SUSPENSO
FCA;AI/032/GEFIC/2003;11/08/2003;Paraíba do Sul a Japerí;Inciso IV do item 9.1 Contrato de Concessão;Multa;122300;0;;SUSPENSO
FCA;AI/033/GEFIC/2003;11/08/2003;Paraíba do Sul a Japerí;Inciso XIV do item 9.1 Contrato de Concessão;Multa;122300;0;;SUSPENSO
RMO;AI/019/GEFIC/2003;14/08/2003;Indubrasil a Maracaju;Incisi XXIV, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;0;0;;SUSPENSO
RMO;AI/020/GEFIC/2003;14/08/2003;Corumbá a Indubrasil, Indubrasil a Manoel Brandão, Lagoa Rica a Bauru;Artigo 13, RTF;Cancelamento;0;0;;ARQUIVADO-CANCELADO
RMO;AI/021/GEFIC/2003;14/08/2003;Corumbá a Indubrasil, Indubrasil a Manoel Brandão, Lagoa Rica a Bauru;Inciso I, Artigo 54, RTF;Cancelamento;0;0;;ARQUIVADO-CANCELADO
RMO;AI/022/GEFIC/2003;14/08/2003;Indubrasil a Maracaju;Inciso II, Artigo 54, RTF;Cancelamento;0;0;;ARQUIVADO-CANCELADO
RMO;AI/023/GEFIC/2003;14/08/2003;Corumbá a Indubrasil, Indubrasil a Manoel Brandão, Lagoa Rica a Bauru;Inciso IV, Artigo 54 RTF;Cancelamento;0;0;;ARQUIVADO-CANCELADO
RMO;AI/024/GEFIC/2003;14/08/2003;Corumbá a Bauru;Inciso IV, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;0;0;;SUSPENSO
RMO;AI/025/GEFIC/2003;14/08/2003;Indubrasil a Maracaju;Inciso VIII, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;0;0;;SUSPENSO
RMO;AI/026/GEFIC/2003;14/08/2003;Corumbá a Indubrasil, Indubrasil a Manoel Brandão, Lagoa Rica a Bauru;Inciso XIV, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;0;0;;SUSPENSO
RMO;AI/027/GEFIC/2003;14/08/2003;Corumbá a Indubrasil, Indubrasil a Manoel Brandão, Lagoa Rica a Bauru;Inciso XXIII, Item 9.1 Cláusula Nona, Contrato de Concessão;Multa;0;0;;SUSPENSO
RMP;AI/034/GEFIC/2003;21/08/2003;Trecho entre Pederneiras e Panorama;Art. 3º, RTF;Cancelamento;0;0;;ARQUIVADO-CANCELADO
RMP;AI/036/GEFIC/2003;21/08/2003;Trechos Pederneiras - Panorama, Samaritá - Cajati e na Oficina de  Manutenção de Material Rodante de Sorocaba;Art. 13, RTF;Cancelamento;0;0;;ARQUIVADO-CANCELADO
RMP;AI/037/GEFIC/2003;21/08/2003;Trechos Pederneiras - Panorama e Samaritá - Cajati;Inciso I, Art. 54, RTF;Cancelamento;0;0;;ARQUIVADO-CANCELADO
RMP;AI/038/GEFIC/2003;21/08/2003;Trecho entre Pederneiras e Panorama;Inciso II, Art. 54, RTF;Cancelamento;0;0;;ARQUIVADO-CANCELADO
RMP;AI/035/GEFIC/2003;21/08/2003;Trechos Itirapina - Panorama, Samaritá - Cajati, Mairinque - Bauru, Jundiaí - Campinas e na Ofi. de  Manut. de Mat. Rod. de Sorocaba;Inciso I, Art. 4º, RTF;Multa;50000;0;29/07/2011;ARQUIVADO-QUITADO
RMP;AI/039/GEFIC/2003;21/08/2003;Trechos Itirapina - Panorama, Samaritá - Cajati, Mairinque - Bauru, Jundiaí - Campinas e na Ofi. de  Manut. de M R de Sorocaba;Inciso IV, item 9.1, Cláusula Nona do Contrato de Concessão;Multa;149800;0;29/07/2011;ARQUIVADO-QUITADO
RMP;AI/040/GEFIC/2003;21/08/2003;Banco de Dados de SIADE;Inciso VII, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;149800;0;29/07/2011;ARQUIVADO-QUITADO
RMP;AI/041/GEFIC/2003;21/08/2003;Trechos Pederneiras - Panorama e Samaritá - Cajati;Inciso XIV, Item 9.1, Cláusula Nona do Contrato de Concessão.;Multa;149800;0;29/07/2011;ARQUIVADO-QUITADO
FCA;AI/050/GEFIC/2003;09/09/2003;Angra dos Reis a Barra Mansa;Art. 13, RTF;Multa;50000;26637,2;29/04/2016;ARQUIVADO-QUITADO
FCA;AI/049/GEFIC/2003;09/09/2003;Angra dos Reis a Barra Mansa;Inciso I, Art. 4º, RTF;Multa;50000;133186;29/04/2016;ARQUIVADO-QUITADO
FCA;AI/045/GEFIC/2003;17/09/2003;Acidente em Uberaba;Inciso I do Artigo 54 do RTF;Multa;50000;0;;SUSPENSO
FCA;AI/044/GEFIC/2003;17/09/2003;Acidente em Uberaba;Artigo 13º do RTF;Multa;50000;0;;SUSPENSO
FCA;AI/043/GEFIC/2003;17/09/2003;Acidente em Uberaba;Inciso I do Artigo 4º do RTF;Multa;50000;0;;SUSPENSO
FCA;AI/046/GEFIC/2003;17/09/2003;Acidente em Uberaba;Inciso IV do Artigo 54 do RTF;Multa;50000;0;;SUSPENSO
FCA;AI/047/GEFIC/2003;17/09/2003;Acidente em Uberaba;Inciso IX do item 9.1 Contrato de Concessão;Multa;122300;0;;SUSPENSO
FCA;AI/048/GEFIC/2003;17/09/2003;Acidente em Uberaba;Inciso XIV do item 9.1 Contrato de Concessão;Multa;122300;0;;SUSPENSO
FERROESTE;AI/051/GEFIC/2003;09/12/2003;Pátio de Guarapuava;Artigo 13, RTF;Cancelamento;0;0;;ARQUIVADO-CANCELADO
FERROESTE;AI/052/GEFIC/2003;09/12/2003;Pátio de Guarapuava;Inciso I, Artigo 54, RTF;Cancelamento;0;0;;ARQUIVADO-CANCELADO
FERROESTE;AI/053/GEFIC/2003;09/12/2003;Pátio de Guarapuava;Inciso XV, Item 9.1, Clásula Nona, Contrato de Subconcessão;Cancelamento;0;0;;ARQUIVADO-CANCELADO
FERROESTE;AI/054/GEFIC/2003;09/12/2003;Pátio de Guarapuava;Incisdo XXXI, Item 9.1, Cláusula Nona, Contrato de Subconcessão;Multa;304200;0;;EM TRÂMITE
FCA;AI/055/GEFIC/2004;16/01/2004;Macaé a Aparibé;Artigo 14 do RTF;Multa;56981,35;56981,35;31/01/2005;ARQUIVADO-QUITADO
FERROESTE;AI/057/GEFIC/2004;18/02/2004;Malha Sul;Inciso X, Item 9.1, Cláusula Nona, Contrato de Subconcessão;Multa;101400;0;;EM TRÂMITE
RMS;AI/056/GEFIC/2003;18/02/2004;Trecho da Via Permanente situado entre as estações de Guarapuava e Desvio Ribas;Inciso IX, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;132700;151908,86;29/07/2004;ARQUIVADO-QUITADO
FTL;NI/060/URCE/2003;30/03/2004;São Luiz a Teresina;Art. 13º do RTF;Cancelamento;0;0;;ARQUIVADO-CANCELADO
FTL;NI/061/URCE/2003;30/03/2004;São Luiz a Teresina;Art. 14º do RTF;Multa;50000;0;;SUSPENSO
FTL;NI/067/URCE/2003;30/03/2004;São Luiz a Teresina;Art. 14º do RTF;Multa;50000;0;;SUSPENSO
FTL;NI/068/URCE/2003;30/03/2004;São Luiz a Teresina;Art. 14º do RTF;Multa;50000;0;;SUSPENSO
FTL;NI/058/URCE/2003;30/03/2004;São Luiz a Teresina;Inciso I do Art. 4º do RTF;Multa;50000;0;;SUSPENSO
FTL;NI/059/URCE/2003;30/03/2004;São Luiz a Teresina;Inciso I do Art. 4º do RTF;Multa;50000;0;;SUSPENSO
FTL;NI/062/URCE/2003;30/03/2004;São Luiz a Teresina;Inciso I do Art. 54º do RTF;Cancelamento;0;0;;ARQUIVADO-CANCELADO
FTL;NI/063/URCE/2003;30/03/2004;São Luiz a Teresina;Inciso II do Art. 54º do RTF;Cancelamento;0;0;;ARQUIVADO-CANCELADO
FTL;NI/064/URCE/2003;30/03/2004;São Luiz a Teresina;Inciso IV do Art. 54ª do RTF;Multa;50000;0;;SUSPENSO
FTL;NI/065/URCE/2003;30/03/2004;São Luiz a Teresina;Inciso XIV do item 9.1 Contrato de Concessão;Multa;131800;0;;SUSPENSO
FTL;NI/066/URCE/2003;30/03/2004;São Luiz a Teresina;Inciso XXIV do item 9.1 Contrato de Concessão;Multa;395400;0;;SUSPENSO
RMP;AI/075/2004/GECAF/SUCAR;09/07/2004;Pátio de Iperó;Art. 12 do Regulamento dos Transporte ferroviários-RTF;Multa;50000;74660;14/01/2020;ARQUIVADO-QUITADO
RMP;AI/076/2004/GECAF/SUCAR;09/07/2004;Pátio de Iperó;Art. 13 do Regulamento dos Transporte ferroviários-RTF;Multa;50000;74660;14/01/2020;ARQUIVADO-QUITADO
RMP;AI/077/2004/GECAF/SUCAR;09/07/2004;Pátio de Iperó;Inciso I do art. 54 do Regulamento dos Transportes Ferroviários-RTF;Multa;50000;74660;14/01/2020;ARQUIVADO-QUITADO
RMP;AI/078/2004/GECAF/SUCAR;09/07/2004;Pátio de Iperó;Inciso X do Item 9.1 da Cláusula Nona do Contrato de Concessão;Multa;149800;223681,36;14/01/2020;ARQUIVADO-QUITADO
RMP;AI/079/2004/GECAF/SUCAR;09/07/2004;Pátio de Iperó;Inciso XIV, Item 9.1, Cláusula Nona do Contrato de Concessão.;Multa;149800;223681,36;14/01/2020;ARQUIVADO-QUITADO
FCA;NI/069/GEFIC/2004;13/07/2004;Ambaí a São Bento (RJ);Art. 13, RTF;Multa;50000;0;;SUSPENSO
FCA;NI/070/GEFIC/2004;13/07/2004;Ambaí a São Bento (RJ);Inciso I, Art. 54, RTF;Multa;50000;0;;SUSPENSO
FCA;NI/071/GEFIC/2004;13/07/2004;Ambaí a São Bento (RJ);Inciso X, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;149200;0;;SUSPENSO
FCA;NI/072/GEFIC/2004;13/07/2004;Ambaí a São Bento (RJ);Inciso XIV, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;149200;0;;SUSPENSO
FERROESTE;AI/085/GEFIC/2004;21/07/2004;Inspeção do material Rodante da Estrada de Ferro Paraná Oeste;Inciso IX, Item 9.1, Cláusula Nona, Contrato de Subconcessão;Multa;304200;0;;EM TRÂMITE
FERROESTE;AI/086/GEFIC/2004;21/07/2004;Inspeção do material Rodante da Estrada de Ferro Paraná Oeste;Inciso XI, Item 9.1, Cláusula Nona, Contrato de Subconcessão;Multa;101400;0;;EM TRÂMITE
RMO;AI/080/GEFIC/2004;22/07/2004;Corumbá a Indubrasil a Três Lagoas a Bauru;Inciso IV, Cláusula nona, Item 9.1 Contrato de Concessão.;Multa;0;0;;SUSPENSO
RMO;AI/081/GEFIC/2004;22/07/2004;Indubrasil a Maracajú;Inciso VIII, Cláusula Nona, item 9.1 Contrato de Concessão;Multa;0;0;;SUSPENSO
RMO;AI/082/GEFIC/2004;22/07/2004;Corumbá a Indubrasil a Posto Km 903 a Lagoa Rica a Bauru;Inciso XIV do Item 9.1 da Clausula Nona do Contrato de Concessão;Multa;0;0;;SUSPENSO
RMO;AI/083/GEFIC/2004;22/07/2004;Corumbá a Indubrasil a Posto Km 903 a Lagoa Rica a Bauru;Inciso XXIII, Item 9.1 Clausula Nona Contrato de Concessão;Multa;0;0;;SUSPENSO
RMO;AI/084/GEFIC/2004;22/07/2004;Indubrasil a Maracajú;Inciso XXIV, Item 9.1 da Clausula Nona do Contrato de Concessão;Multa;0;0;;SUSPENSO
RMP;AI/87/GEFIC/2004;30/07/2004;Bauru - Panorama, Samaritá - Cajati e Oficina de Manutenção de Material Rodante de Sococaba;Inciso IV, item 9.1, Cláusula Nona do Contrato de Concessão;Multa;2050558,27;0;22/01/2020;SUSPENSO
RMP;AI/88/GEFIC/2004;30/07/2004;Bauru - Panorama Samaritá - Cajati;Inciso XIV, Item 9.1, Cláusula Nona do Contrato de Concessão.;Multa;898800;0;;SUSPENSO
RMO;NI/SN/2007/SUREF;25/09/2007;N/A;Cláusula 7ª, §1º do Contrato de Concessão;Multa;79800;0;;SUSPENSO
RMS;047/GEFIS;05/12/2007;N/A;;Cancelamento;0;0;;ARQUIVADO-CANCELADO
RMS;048/GEFIS;05/12/2007;N/A;;Cancelamento;0;0;;ARQUIVADO-CANCELADO
RMO;NI/SN/2007/SUREF;10/12/2007;N/A;Cláusula 7ª, §1º do Contrato de Concessão;Multa;79900;0;;SUSPENSO
FCA;AI/090/GEFIC/2007;17/12/2007;Campos Elíseos a Cacomanga;Artigo 29 do RTF;Multa;50000;50000;28/08/2008;ARQUIVADO-QUITADO
FCA;AI/091/GEFIC/2007;17/12/2007;Campos Elíseos a Macaé;Artigo 29 do RTF;Multa;50000;50000;28/08/2008;ARQUIVADO-QUITADO
FCA;AI/092/GEFIC/2007;17/12/2007;Candeias a Juazeiro;Artigo 29 do RTF;Multa;50000;50000;28/08/2008;ARQUIVADO-QUITADO
FCA;AI/093/GEFIC/2007;17/12/2007;Candeias a Riachuelo;Artigo 29 do RTF;Multa;50000;50000;28/08/2008;ARQUIVADO-QUITADO
EFC;NI/006/2008/GEFIS;24/04/2008;N/A;Descumprimento: Incisos II, VI, IX, XV  e XIX da Cláusula 9.1 e Incisos II e III da Cláusula Décima Segunda do Contrato de Concessão;Multa;197801;458265,36;02/12/2020;ARQUIVADO-QUITADO
EFVM;5;24/04/2008;N/A;Descumprimento: Incisos II, VI, IX, XV  e XIX da Cláusula 9.1 e Incisos II e III da Cláusula Décima Segunda do Contrato de Concessão;Cancelamento;0;0;;ARQUIVADO-CANCELADO
EFPO;11;30/05/2008;N/A;Descumprimento: Inciso I do art. 2º da Resolução ANTT nº 2.495/2007;Cancelamento;0;0;;ARQUIVADO-CANCELADO
FCA;12;30/05/2008;N/A;Descumprimento: Inciso I do art. 2º da Resolução ANTT nº 2.495/2007;Cancelamento;0;0;;ARQUIVADO-CANCELADO
MRS;9;30/05/2008;N/A;Descumprimento: Inciso I do art. 2º da Resolução ANTT nº 2.495/2007;Cancelamento;0;0;;ARQUIVADO-CANCELADO
RMN;13;30/05/2008;N/A;Descumprimento: Inciso I do art. 2º da Resolução ANTT nº 2.495/2007;Cancelamento;0;0;;ARQUIVADO-CANCELADO
RMO;10;30/05/2008;N/A;Descumprimento: Inciso I do art. 2º da Resolução ANTT nº 2.495/2007;Cancelamento;0;0;;ARQUIVADO-CANCELADO
RMP;8;30/05/2008;N/A;Descumprimento: Inciso I do art. 2º da Resolução ANTT nº 2.495/2007;Cancelamento;0;0;;ARQUIVADO-CANCELADO
RMS;7;30/05/2008;N/A;Descumprimento: Inciso I do art. 2º da Resolução ANTT nº 2.495/2007;Cancelamento;0;0;;ARQUIVADO-CANCELADO
TRANSNORDESTINA LOGÍSTICA;14;30/05/2008;N/A;Descumprimento: Inciso I do art. 2º da Resolução ANTT nº 2.495/2007;Cancelamento;0;0;;ARQUIVADO-CANCELADO
TRANSNORDESTINA LOGÍSTICA;15;03/07/2008;N/A;Descumprimento: Inciso XV da Cláusula 9.1 do Contrato de Concessão;Cancelamento;0;0;;ARQUIVADO-CANCELADO
FNS;19;02/09/2008;N/A;Descumprimento: Incisos II, VI, IX, XV e XIX da Cláusula 11.2,  §1º, §2º , Incisos II e III da Cláusula Décima Nona do Contrato de Concessão.;Cancelamento;0;0;;ARQUIVADO-CANCELADO
RMP;AI/094/GECAF/2008;26/09/2008;Pátio de Itirapina;Inciso XIV, Item 9.1, Cláusula Nona do Contrato de Concessão.;Multa;347278,34;0;20/01/2020;ARQUIVADO-QUITADO
RMP;AI/095/GECAF/2008;26/09/2008;Pátio de Itirapina;Inciso X, item 9.1, Cláusula Nona do Contrato de Concessão;Multa;347278,34;0;20/01/2020;ARQUIVADO-QUITADO
TRANSNORDESTINA LOGÍSTICA;4;22/06/2009;N/A;Descumprimento: Inciso I do art. 2º da Resolução ANTT nº 2.495/07;Multa;0;173340,77783500002;11/03/2011;ARQUIVADO-QUITADO
RMS;NI/028/GECOF/2013;31/08/2009;Patio ferroviário de Ijuí/RS;Item IX, Cláusula Quarta, Contrato de Arrendamento;Multa;443405,65;0;;SUSPENSO
RMS;NI/001/URRS/2011;09/12/2009;Santiago - São Borja;Inciso XIV, Parágrafo 9.1, Cláusula Nona, Contrato de Concessão;Cancelamento;0;0;;ARQUIVADO-CANCELADO
RMS;NI/002/URRS/2011;09/12/2009;Santiago - São Borja;Parágrafo III, Cláusula 4ª, Contrato de Arrendamento;Multa;437038,18;546519,77;28/06/2019;ARQUIVADO-QUITADO
RMS;NI/003/URRS/2011;09/12/2009;Santiago - São Borja;Inciso X, Parágrafo 9.1, Cláusula Nona, Contrato de Concessão;Multa;217700;0;;SUSPENSO
RMP;NI/001/GEAFA/2011;20/01/2010;Complexo Ferroviário de Campinas;Incisos XIX e XXIX, item 9.1, Cláusula Nona, do Contrato de Concessão e Incisos I, IX e XII da Cláusula Quarta, do Contrato de Arrendamento.;Multa;209064,14;0;;ARQUIVADO-CANCELADO
RMS;NI/09/URRS/2011;12/05/2010;Jaguariaíva a Marques dos Reis;Inciso XXIV, Item 9.1 da Cláusula 9ª do Contrato de Concessão.;Multa;631511,19;0;;ARQUIVADO-CANCELADO
RMS;NI/10/URRS/2011;12/05/2010;Jaguariaíva a Marques dos Reis e Jaguariaíva a Uvaranas;Parágrafo III, Cláusula 4ª, Contrato de Arrendamento;Multa;484637,74;0;;EM TRÂMITE
RMS;NI/11/URRS/2011;12/05/2010;Jaguariaíva a Marques dos Reis;Art. 3º, RTF;Multa;55195;0;;ARQUIVADO-CANCELADO
RMS;NI/005/URRS/2011;26/05/2010;Jaboticaba a Carlos Barbosa;Cláusula Nona, Parágrafo 9.1, Inciso XXIV, Contrato de Concessão;Multa;572100;0;;ARQUIVADO-CANCELADO
RMS;NI/006/URRS/2011;26/05/2010;Jaboticaba a Carlos Barbosa;Cláusula Quarta, Parágrafo III, Contrato de Arrendamento.;Multa;488566,33;0;;ARQUIVADO-CANCELADO
RMS;NI/007/URRS/2011;26/05/2010;Jaboticaba a Carlos Barbosa;Art. 3º, RTF;Cancelamento;0;0;;ARQUIVADO-CANCELADO
RMS;NI/034/URRS/2011;05/07/2010;Santo Ângelo a Dilermano Aguiar;Cláusula Nona, Item 9.1, Inciso XIV, Contrato de Concessão;Multa;190700;0;;ARQUIVADO-CANCELADO
RMS;NI/035/URRS/2011;05/07/2010;Santo Ângelo a Dilermano Aguiar;Cláusula Nona, Item 9.1, Inciso X, Contrato de Concessão;Multa;572100;0;;SUSPENSO
RMS;NI/013/URRS/2011;28/09/2010;Iperó a Pinhalzinho, Itaboa a Apiaí e Uvaranas a Pinhalzinho;Parágrafo III, Cláusula 4ª, Contrato de Arrendamento;Multa;488566,33;0;;SUSPENSO
RMS;NI/014/URRS/2011;28/09/2010;Iperó a Pinhalzinho, Itaboa a Apiaí e Uvaranas a Pinhalzinho;Inciso X, Parágrafo 9.1, Cláusula Nona, Contrato de Concessão;Multa;192200;0;;SUSPENSO
RMS;NI/015/URRS/2011;28/09/2010;Iperó a Pinhalzinho, Itaboa a Apiaí e Uvaranas a Pinhalzinho;Incisio XIX, Parágrafo 9.1, Cláusula Nona, Contrato de Concssão;Multa;576600;0;;SUSPENSO
RMO;04/2010/GEROF;06/10/2010;N/A;Inciso IX, item 9.1 da Cláusula Nona do Contrato de Concessão;Multa;478800;0;;ARQUIVADO-CANCELADO
RMS;NI/026/URRS/2011;06/12/2010;Passo Fundo a Santa Maria e Ramal Ferroviário de Cruz Alta a Santa Rosa;Inciso XXIV, Item 9.1, Cláusula 9ª do Contrato de Concessão.;Multa;576600;0;;SUSPENSO
RMS;NI/028/URRS/2011;06/12/2010;Passo Fundo a Santa Maria e Ramal Ferroviário de Cruz Alta a Santa Rosa;Inciso X, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;192200;0;;SUSPENSO
MRS;NI/012/URMG/2013;14/12/2010;Belo Vale;Inciso X, Clásula Quarta, Contrato de Arrendamento;Multa;1772296,06;41519;24/09/2013;SUSPENSO
RMS;NI/040/2011/COFER-URRS/GEFER/SUCAR;26/04/2011;Santo Ângelo a Dilermano Aguiar;Contrato de Concessão, Cláusula 9ª, item 9.1, inciso XXIV;Multa;576600;0;;SUSPENSO
RMS;NI/041/2011/COFER-URRS/GEFER/SUCAR;26/04/2011;Santo Ângelo a Dilermano Aguiar;Contrato de Concessão, Cláusula 9ª, item 9.1, inciso XIV;Multa;192200;0;;SUSPENSO
RMP;NI/001/GEFER/2011;28/04/2011;Jaú/SP - Brotas/SP;Inciso I, Art. 4º, RTF;Multa;67963,7;0;;SUSPENSO
RMS;NI/004/URRS/2012;10/05/2011;Ourinhos a Maringá a Cianorte a Apucarana a Uvaranas;Inciso IX, do parágrafo 9.1 da cláusula Nona do Contrato de Concessão c/c Res. nº 2.748/2008.;Multa;217700;0;;ARQUIVADO-QUITADO
FTL;NI/008/URCE/2011;25/05/2011;Aracapé  a Ramal do Crato;Cláusula 9ª, Item 9.1, Inciso XIV do Contrato de Concessão.;Multa;167500;0;;SUSPENSO
FTL;NI/003/URCE/2011;25/05/2011;Teresina a São Luiz;Cláusula 9ª, Item 9.1, Inciso XIV do Contrato de Concessão.;Multa;167500;0;;SUSPENSO
RMS;NI/18/2011/URRS;25/05/2011;Mafra-SC / Passo Fundo-RS;Contrato de Concessão, Cláusula 9ª, item 9.1, inciso XIV;Multa;809400;0;;SUSPENSO
RMS;NI/19/2011/URRS;25/05/2011;Mafra-SC / Passo Fundo-RS;Contrato de Concessão, Cláusula 9ª, item 9.1, inciso XXIV;Multa;809400;0;;EM TRÂMITE
FERROESTE;NI/010/GEFER/2011;30/05/2011;Toda a malha;Inciso XIX, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;101400;0;;EM TRÂMITE
FTL;NI/009/GEFER/2011;30/05/2011;Toda a malha;Inciso XIX, Item 9.1, Cláusula Nona, Contrato de Concessão.;Advertência;0;0;;ARQUIVADO-ADVERTIDO
RMP;NI/003/GEFER/2011;30/05/2011;Toda a malha;Inciso IX, item 9.1, Cláusula Nona, Contrato de Concessão.;Multa;149800;0;;SUSPENSO
VALE (EFVM);NI/007/GEFER/2011;30/05/2011;Toda a malha;Inciso III, art. 4º, RTF;Multa;0;246987,22;28/09/2012;ARQUIVADO-QUITADO
VALE (EFVM);NI/008/GEFER/2011;30/05/2011;Toda a malha;Inciso XIX, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;0;261434,02;28/09/2012;ARQUIVADO-QUITADO
FCA;NI/006/GEFER/2011;13/06/2011;Malha FCA;Inciso XIX, Item 9.1, Cláusula Nona, Contrato de Concessão;Multa;267027,4;0;;SUSPENSO
VALE (EFC);NI/007/GEFER/2011;13/06/2011;Estrada de Ferro Carajás;Inciso IIII, art. 4, do RTF, sendo reenquadrado para o Inciso XIX, Item 9.1, Cláusula Nona, Contrato de Concessão.;Multa;246987,22;246987,22;28/09/2012;SUSPENSO
RMO;NI/004/GEFER/2011;14/06/2011;Malha Oeste;Inciso XIX, Cláusula Nona, Contrato de Concessão;Multa;0;0;20/07/2280;ARQUIVADO-QUITADO
RMS;NI/029/URRS/2011;14/06/2011;Passo Fundo a Santa Maria e Ramal Ferroviário de Cruz Alta a Santa Rosa;Parágrafo III, Cláusula 4ª, Contrato de Arrendamento;Multa;488566,33;0;;SUSPENSO
RMS;NI/011/GEFER/2011;14/06/2011;Guarapuava a Engº Bley;Artigo 4º Inciso I RTF;Multa;52910;0;;SUSPENSO
RMS;NI/030/URRS/2011;14/06/2011;Guarapuava a Engº Bley;Inciso IX - Item 9.1 da Cláusula 9ª do Contrato de Concessão c/c Res. nº 2.748/2008.;Multa;230370,14;0;;SUSPENSO
RMS;NI/032/URRS/2011;14/06/2011;Guarapuava a Engº Bley;Parágrafo III da Cláusula 4ª do Contrato de Arrendamento;Multa;517000,89;0;;SUSPENSO
